osmid,name,highway,access,oneway,reversed,length,geometry,lanes,bridge,ref,maxspeed
5307253,Williamson Lane,unclassified,permissive,False,False,184.077,"LINESTRING (-76.6496174 39.4810201, -76.6498953 39.4817369, -76.6499307 39.4818283, -76.6500639 39.4822124, -76.6501679 39.4825124, -76.6501788 39.4825366, -76.6502117 39.4826104)",,,,
5307253,Williamson Lane,unclassified,permissive,False,True,16.749,"LINESTRING (-76.6502753 39.4827528, -76.6502117 39.4826104)",,,,
5307253,Williamson Lane,unclassified,permissive,False,False,55.232,"LINESTRING (-76.6502753 39.4827528, -76.6504167 39.4831371, -76.6504512 39.4832306)",,,,
5313689,Oak Lane,unclassified,permissive,False,False,257.246,"LINESTRING (-76.6502753 39.4827528, -76.6506331 39.482682, -76.6509411 39.4826379, -76.6510704 39.4826315, -76.651314 39.4826196, -76.6515766 39.4826123, -76.6516895 39.4826092, -76.6520275 39.4825964, -76.652167 39.4825912, -76.6523769 39.4825823, -76.6524561 39.482579, -76.6525282 39.4825649, -76.6527439 39.4825226, -76.6529586 39.4824626, -76.653036 39.4824246, -76.65308 39.4824031, -76.653176 39.4823369)",,,,
5307253,Williamson Lane,unclassified,permissive,False,True,55.232,"LINESTRING (-76.6504512 39.4832306, -76.6504167 39.4831371, -76.6502753 39.4827528)",,,,
83634361,York Road,primary,,False,True,144.518,"LINESTRING (-76.6444916 39.4827085, -76.6447589 39.483329, -76.64494 39.4837494, -76.6450229 39.4839418)",4,,MD 45,40 mph
5312313,Railroad Avenue,residential,,False,True,259.831,"LINESTRING (-76.6450229 39.4839418, -76.6452645 39.483891, -76.6453278 39.4838652, -76.6453683 39.4838329, -76.6453934 39.4837731, -76.6454107 39.4837022, -76.6454244 39.4836459, -76.645527 39.4831315, -76.6455475 39.4830096, -76.6455591 39.4829408, -76.645579 39.4828528, -76.6455843 39.4828367, -76.6456075 39.4827664, -76.6456241 39.4826918, -76.6456312 39.4826285, -76.6456156 39.4825141, -76.645605 39.482471, -76.645586 39.482412, -76.6455808 39.4823966, -76.6455392 39.4822726, -76.6455077 39.4820851, -76.6455082 39.4818174)",,,,
83634361,York Road,primary,,False,False,144.51799999999997,"LINESTRING (-76.6450229 39.4839418, -76.64494 39.4837494, -76.6447589 39.483329, -76.6444916 39.4827085)",4,,MD 45,40 mph
"[83634361, 83627826, 545089465]",York Road,primary,,False,True,278.99899999999997,"LINESTRING (-76.6450229 39.4839418, -76.6451028 39.4841136, -76.645314 39.4845674, -76.6454577 39.4848762, -76.6454777 39.4849192, -76.6455144 39.484998, -76.6455557 39.4850869, -76.6456519 39.4852936, -76.6458226 39.4856567, -76.6459115 39.4858545, -76.6460614 39.4861881, -76.6461141 39.4863053)",4,yes,MD 45,40 mph
5319398,Beaver Run Lane,residential,permissive,False,False,151.064,"LINESTRING (-76.6461141 39.4863053, -76.6460059 39.4863322, -76.6459337 39.4863693, -76.6456495 39.4865588, -76.645211 39.486829, -76.644997 39.4869523, -76.644916 39.486999, -76.6447696 39.4870751, -76.6446973 39.4870987)",,,,
"[545089465, 83627826, 83634361]",York Road,primary,,False,False,278.9990000000001,"LINESTRING (-76.6461141 39.4863053, -76.6460614 39.4861881, -76.6459115 39.4858545, -76.6458226 39.4856567, -76.6456519 39.4852936, -76.6455557 39.4850869, -76.6455144 39.484998, -76.6454777 39.4849192, -76.6454577 39.4848762, -76.645314 39.4845674, -76.6451028 39.4841136, -76.6450229 39.4839418)",4,yes,MD 45,40 mph
545089465,York Road,primary,,False,True,169.808,"LINESTRING (-76.6461141 39.4863053, -76.6461813 39.4864548, -76.6462707 39.4866538, -76.6463177 39.4867585, -76.6463287 39.4867828, -76.646384 39.4869059, -76.6464985 39.4871606, -76.6465515 39.4872786, -76.6465718 39.4873237, -76.6466489 39.4874954, -76.6467625 39.4877481)",4,,MD 45,40 mph
5313689,Oak Lane,unclassified,permissive,False,True,257.246,"LINESTRING (-76.653176 39.4823369, -76.65308 39.4824031, -76.653036 39.4824246, -76.6529586 39.4824626, -76.6527439 39.4825226, -76.6525282 39.4825649, -76.6524561 39.482579, -76.6523769 39.4825823, -76.652167 39.4825912, -76.6520275 39.4825964, -76.6516895 39.4826092, -76.6515766 39.4826123, -76.651314 39.4826196, -76.6510704 39.4826315, -76.6509411 39.4826379, -76.6506331 39.482682, -76.6502753 39.4827528)",,,,
5319398,Beaver Run Lane,residential,permissive,False,True,151.064,"LINESTRING (-76.6446973 39.4870987, -76.6447696 39.4870751, -76.644916 39.486999, -76.644997 39.4869523, -76.645211 39.486829, -76.6456495 39.4865588, -76.6459337 39.4863693, -76.6460059 39.4863322, -76.6461141 39.4863053)",,,,
5307253,Williamson Lane,unclassified,permissive,False,False,16.749,"LINESTRING (-76.6502117 39.4826104, -76.6502753 39.4827528)",,,,
5307253,Williamson Lane,unclassified,permissive,False,True,184.077,"LINESTRING (-76.6502117 39.4826104, -76.6501788 39.4825366, -76.6501679 39.4825124, -76.6500639 39.4822124, -76.6499307 39.4818283, -76.6498953 39.4817369, -76.6496174 39.4810201)",,,,
"[276511760, 5307588, 276511759]",Veneer Lane,unclassified,permissive,False,True,366.084,"LINESTRING (-76.6502117 39.4826104, -76.6501022 39.482633, -76.6493896 39.4827798, -76.6493404 39.4827818, -76.6492965 39.4827835, -76.6492178 39.4827752, -76.6491318 39.4827531, -76.6490471 39.4827439, -76.6489576 39.482743, -76.6488358 39.4827586, -76.6481448 39.4828581, -76.6479383 39.4828646, -76.647702 39.4828462, -76.6474964 39.4828024, -76.6473726 39.4824341, -76.6470661 39.4816998)",,,,
264453532,Boxwood Lane,residential,permissive,False,False,125.662,"LINESTRING (-76.6467625 39.4877481, -76.6456902 39.4880237, -76.6453732 39.4881052)",,,,
545089465,York Road,primary,,False,False,169.808,"LINESTRING (-76.6467625 39.4877481, -76.6466489 39.4874954, -76.6465718 39.4873237, -76.6465515 39.4872786, -76.6464985 39.4871606, -76.646384 39.4869059, -76.6463287 39.4867828, -76.6463177 39.4867585, -76.6462707 39.4866538, -76.6461813 39.4864548, -76.6461141 39.4863053)",4,,MD 45,40 mph
264453532,Boxwood Lane,residential,permissive,False,True,125.662,"LINESTRING (-76.6453732 39.4881052, -76.6456902 39.4880237, -76.6467625 39.4877481)",,,,
